,address,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state
8922,,sLkk5In7aD-Ae0WefhroFw,Scottsdale,33.5910441,-111.7972384,My Enchanted Fairytale Party,85259,5,2.5,AZ
8923,"1430 Jet Stream Dr, Ste 140",SFlCv63JiI37tZwcoeqc3g,Henderson,35.975611,-115.141148,Sunshine Helicopters Inc,89052,7,5.0,NV
8924,1754 W Southern Ave,zrMGL9riavdJR4olXaACOQ,Mesa,33.3943613,-111.8696065,Brunswick Zone Mesa Lanes,85202,36,3.5,AZ
8925,2 Monteith Street,tLNfBkP_y3WHiIrB6z5svA,Toronto,43.6669764968,-79.3810007059,Downtown Home Inn,M4Y,8,3.5,ON
8926,256 Concord Pkwy S,PxgAzVhVL8hW58Lgl_Vo6w,Concord,35.398727,-80.60847,Enterprise Rent-A-Car,28027,6,2.0,NC
8927,2100 Rue St-Urbain,P2gMaMIE6GPEw9yAIbuA3Q,Montréal,45.5105485,-73.5692146,Résidences Universitaires UQAM,H2X 4E1,5,1.5,QC
8928,10660 N 69th St,V1ksHL2gLv5xeDrGxQEt1Q,Scottsdale,33.583569,-111.933122,Extended Stay America - Scottsdale,85254,23,2.0,AZ
8929,1740 Rene-Levesque Boul W,OHrxxuMLNolvHUvg1ebztQ,Montréal,45.4922871,-73.5760887,Le Nouvel Hotel & Spa,H3H 1R3,30,2.5,QC
8930,,Ci8W06l27aQJjmZUzjsCtw,Las Vegas,36.1148054,-115.2778317,Las Vegas Topless Tours,89147,4,5.0,NV
8931,Victoria Drive,Yp7IAANLkMauhI5GezD2ZA,Inverness,57.4806438,-4.2112482,Scottish Youth Hostels Association,IV2 3QB,4,2.0,HLD
8932,1002 N Cunningham Ave,C1uqM8hRdRW0GImkDHNqsg,Urbana,40.122183,-88.201408,Blossom Basket Florist,61802,28,4.5,IL
8933,Bärenstr. 2,h41Th7Z0Tc4_PyTSuOKG8Q,Stuttgart,48.7758,9.17888,Restaurant Arche,70173,19,3.5,BW
8934,"3883 Howard Hughes Pkwy, Fl 9",7CFH1QaYYSY-deYWr3KQwg,Las Vegas,36.1187389,-115.1582581,The Boyd Gaming Corporation,89169,4,2.0,NV
8935,12504 Maxam Ct,q_wOcOcxMs3jdhH9omOF6g,Charlotte,35.1302567,-80.9818727,Paintball Paradyes,28273,3,4.5,NC
8936,"2010 Festival Plaza Dr, Ste 180",3fT1kcQ-MVEImGHa3hll5w,Las Vegas,36.1492187463,-115.33311779900001,Earl of Sandwich,89135,109,4.0,NV
8937,4216 N 44th St,w_AQqjeiAjKI48iUpJxSHA,Phoenix,33.497371,-111.987279,Last Laugh Foundation,85018,4,5.0,AZ
8938,7302 E Helm Dr,zWF8QehVT-JxHJ_Dvgh0OQ,Scottsdale,33.6205034,-111.9221145,Scottsdale Car Service,85260,5,5.0,AZ
8939,145 E Harmon Ave,ZjSzUWHtnpCfjsa7CksSOg,Las Vegas,36.1062541389,-115.166586185,The Signature at MGM Grand,89109,1509,4.0,NV
8940,Adlerstr. 1,tsv11K8XQvULVWapcj0ftA,Kornwestheim,48.8653,9.18804,Adler Gasthof,70806,14,3.5,BW
8941,8609 W Sahara Ave,fTmcNipLqM_rb57hcyAPEA,Las Vegas,36.1430458,-115.280035,Say Goodnight Gracie Catering,89117,31,5.0,NV
8942,975 Boulevard Roméo-Vachon N,45iRvgwD0Gr9hq8FaOUHFg,Dorval,45.4571439,-73.7511887,Delta Airlines,H4Y 1H1,3,1.5,QC
8943,5050 Spanish Trail Ln,6F5jq6nJmZZjmwxOIhSrAQ,Las Vegas,36.0991502364,-115.257118971,Spanish Trail Country Club,89113,36,3.5,NV
8944,"Tropicana Hotel Casino, 3801 Las Vegas Blvd S",YauUnQUa9txiPPCQn4RvzA,Las Vegas,36.099039,-115.17044,Las Vegas Mob Experience,89109,42,3.5,NV
8945,5611 S Valley View Blvd,ngs16C2M_uTq2zXamltHVw,Las Vegas,36.0878718,-115.1904094,Jessie Rae's BBQ,89118,365,4.5,NV
8946,2959 E. Bell Rd.,6nvLVXlqk9pxWmjJgGnPIg,Phoenix,33.639904,-112.01859,AMF Desert Hills Lanes,85032,55,2.5,AZ
8947,2074 W 25th St,Nda5uSkc_YI2uuwYHXz2Vg,Cleveland,41.483145,-81.702947,Salty Not Sweet,44113,20,4.5,OH
8948,14115 Detroit Ave,yZWocAychMYJMgc-j5K3uw,Lakewood,41.4852862738,-81.7911056802,Bob Evans,44107,44,2.0,OH
8949,,rVa964ztJgdRVREJNN_cfw,Las Vegas,36.2684007,-115.2956118,"GLP - Audio, Video, Lighting Rentals and Services!",89149,6,5.0,NV
8950,,g8dhp6OvPOZb3GZDp-Eohw,Phoenix,33.45,-112.07,Focoso,85001,12,4.5,AZ
8951,3111 Convair Drive,-kG0N8sBhBotMbu0KVSPaw,Mississauga,43.681032401,-79.6124267578,Toronto Pearson International Airport,L5P 1B2,741,3.0,ON
8952,1000 Airport Blvd,kfggcDdeoB9YlxkSIZZ4Vw,Coraopolis,40.4956613,-80.2564525,Frontier Airlines,15108,14,1.5,PA
8953,"414 S Mill Ave, Ste 125",mQ9ptUAjjP-VVl_Zixjngw,Tempe,33.4259647,-111.9402513,Mill Avenue Travel,85281,14,4.5,AZ
8954,"7000 E Mayo Blvd, Ste 1012",MSFjJ8HW2dwNv--gXklOEg,Phoenix,33.655737983,-111.929212508,Fashion Xchange Upscale Consignment,85054,4,4.0,AZ
8955,,ZAqZVuAWi4WlQgAsa992eg,Las Vegas,36.0809667,-115.2244853,Aisle Bound,89118,12,4.5,NV
8956,1000 Airport Blvd,FW9X2oVTA5AmGBH1EBCu2w,Pittsburgh,40.4957722,-80.2413113,Delta Air Lines,15231,20,3.0,PA
8957,31515 Lorain Rd,yjDyFSD8n_BRzN7-Gg7JLw,North Olmsted,41.3900812,-81.9681541,Soccer Sportsplex,44070,3,3.5,OH
8958,27264 Lorain Rd,MluMl8BBxaeq_xRz985yCQ,North Olmsted,41.416911,-81.9260725,Giant Eagle,44070,18,2.5,OH
8959,63 E Boston St,FRTWBbHIOikd5f7tw9mCFw,Chandler,33.3021308,-111.8407289,SoHo63,85225,16,5.0,AZ
8960,"7477 W Lake Mead Blvd, Ste 250",xg1ePRuDpqY8luavvLT9vw,Las Vegas,36.195023,-115.2566028,Vegas Baby! 4D Ultrasound,89128,3,3.5,NV
8961,125 Chrysler Drive,pg76A0mK9cvx4GqtHuUh4w,Brampton,43.7414278,-79.7037894,Chandni Banquet Hall,L6S 6L1,3,3.0,ON
8962,"4220 W Craig Rd, Ste 101",akXDhCTIKDK7Arx6skgSlw,North Las Vegas,36.2400402062,-115.197088905,Jumper's Jungle Family Fun Center,89032,13,4.0,NV
8963,,f8e-fc8LRA_R5pK6MLJc2Q,Phoenix,33.4636012,-112.0535987,Lyft,85006,74,2.5,AZ
8964,5000 Campbells Run Rd,dwQ5sAiFksE4-nEqVIYzEA,Pittsburgh,40.4385492,-80.1503716,Hampton Inn & Suites - Pittsburgh Airport South/Settlers Ridge,15205,9,4.5,PA
8965,,8SvTTiT0rY3n0CvWagMsyA,Las Vegas,36.0457187,-115.3133908,Unique Destinations & Events,89178,15,4.5,NV
8966,,5h7cvMQA01LNyvZ5oYy4fg,Phoenix,33.6272938,-112.0893682,Nicholas Spade Photography,85023,5,5.0,AZ
8967,"3200 W Sunset Rd, Ste 100",88trG6dzvbgjVPEUzwTu8A,Las Vegas,36.0718669,-115.1837038,Pump It Up of Las Vegas,89119,79,4.0,NV
8968,50 S Country Club Dr,ynN2PeYIpufc_eSjE2Rtbg,Mesa,33.4134714,-111.8403779,Enterprise Rent-A-Car,85210,3,4.0,AZ
8969,1111 Lakeside Ave E,q1DPrSrM1cbdTnUONdkwpw,Cleveland,41.5065352,-81.6896137,Holiday Inn Select-City Centre Lakeshore,44114,3,2.5,OH
8970,"3111 W Chandler Blvd, Ste FF-200",kex3XJVtac9Ltek84XnQpg,Chandler,33.3056575,-111.8977551,Rubio's,85226,22,3.5,AZ
8971,3405 Glen Erin Drive,y9cMrm4_ZSsbH00NATButQ,Mississauga,43.5365482,-79.6851202,Chickenland,L5L 3S2,5,4.5,ON
8972,707 E Fremont St,P7umsPvXHXN3wanGOF4_6w,Las Vegas,36.1675431,-115.1384234,Trikke Las Vegas,89101,24,5.0,NV
8973,18000 Hwy 93,iMpS5Q1ui6kkO2tf31K-wQ,Boulder City,36.0099006,-114.7843069,Hoover Dam Lodge,89005,71,3.5,NV
8974,124 Confederate St,5emOmWXnMU5xskowvnpb1A,Fort Mill,35.006133,-80.942889,Z Bakery,29715,23,4.5,SC
8975,3730 Las Vegas Blvd S,gEjHZH--OgwXph03pVdoYg,Las Vegas,36.1073485,-115.1765836,ARIA Poker Room,89109,112,4.5,NV
8976,674 Whitney Way,Vi7DWovv_vnWmxhURiioFw,Madison,43.0509492,-89.4739301,Hop Head Tours,53703,28,5.0,WI
8977,17209 Lorain Ave,cXyUYLY2xi4HpqZqjCQmfQ,Cleveland,41.4497744,-81.8171009,Ironwood Cafe,44111,24,2.0,OH
8978,"1440 S Tryon St, Ste 109",KDaDGD9wMxNhGtxeD1rn9Q,Charlotte,35.2168908447,-80.8569107514,Lily Greenthumb's Wedding & Event Design,28203,3,5.0,NC
8979,3300 Las Vegas Blvd S,feYx4itQlHai6qdWBgAuvQ,Las Vegas,36.1246915,-115.1710145,Dollar Car Rental,89119,6,1.0,NV
8980,756 Rue Berri,fWlWOqZVR7JXAhSGKTmUrg,Montréal,45.5116864,-73.5529245,Hotel Champ De Mars,H2Y 3E6,16,2.5,QC
8981,6130 W Flamingo Rd,N6Xq8Up1WZnRPlMeDFxRVg,Las Vegas,36.1161849425,-115.225864921,PostalAnnex+,89103,29,4.5,NV
8982,5115 N Scottsdale Rd,ymVE6ZlBgthnHBLpYBw2JQ,Scottsdale,33.512467,-111.925616,Spa Lamar,85250,136,4.0,AZ
8983,,ob4AfbbyBmEx0nmw3oM1yw,Scottsdale,33.3031769102,-111.837566092,Only You Events & Entertainment,85257,8,5.0,AZ
8984,6614 W Sweetwater,adnG5nEBULAN4gVBPj0BgQ,Glendale,33.603843,-112.201291,Wheelers Accessible Van Rentals,85304,3,1.0,AZ
8985,"449, Sainte-Hélène Street",hOB3NHuF-iVFdEkrA-PUlg,Montréal,45.5014393,-73.5583985,Hôtel Gault,H2Y 2K9,48,4.5,QC
8986,,3tYtMqVUm9PxyUDnO5OzTg,Las Vegas,36.1453333,-115.2778317,Simple Vegas Weddings,89117,9,5.0,NV
8987,515 W Verona Ave,1epOwPQmVHMWdHQ-FXNysA,Verona,42.987876,-89.5450237,Holiday Inn Express & Suites Madison-Verona,53593,36,4.5,WI
8988,222 S Church St,ThnKK07hDT1haAZFMy6tUQ,Charlotte,35.2271233,-80.8462601,Packard Place,28202,5,4.5,NC
8989,2787 Eglinton Avenue E,5P4SP21r6aRWPeWeac2M5Q,Scarborough,43.7366542,-79.2455555,Caddy's,M1J 2E1,3,1.0,ON
8990,2500 Market Place Blvd,Pmzb8SQ1vjib-JUKc9rpTg,Coraopolis,40.458771,-80.184289,Days Inn Pittsburgh Airport,15108,19,2.0,PA
8991,5300 Riverside Dr,ZcN8jzk6qhvn9TBT92AhmQ,Cleveland,41.4106123,-81.838659,American Airlines,44135,5,2.0,OH
8992,"7510 W Aspera Blvd, Ste 107",Vx5WtgU6YK83xCy2feLJ6A,Glendale,33.6710361964,-112.220912875,Fired Pie,85308,51,4.0,AZ
8993,5210 Butler St,L9w6yeIxEtuMP0O7YWKWtA,Pittsburgh,40.4806898236,-79.9541436884,Von Walter & Funk,15201,9,5.0,PA
8994,9840 Pineville-Matthews Rd,lb1wOjGRDGYTnfsQMKFY9Q,Pineville,35.085503,-80.884081,Quality Suites Pineville - Charlotte,28134,9,3.0,NC
8995,8982 Dean Martin Dr,SH1I_n1X_Sl0E5M-w9Z8bw,Las Vegas,36.027075,-115.182867,McKee Ranch,89139,54,3.5,NV
8996,431 Rue Saint-Vincent,zoeOP-t0QR_1b4iDC6j2HQ,Montréal,45.5073152,-73.5536368,Auberge de jeunesse Le Sous-bois/Underwood Hostel for Youth,H2Y 3A6,5,4.0,QC
8997,"16750 Weston Road, Unit A",CXIYPBfADfeOAfYJSPAs1A,King,44.007103,-79.602347,The Manor,L7B 0C7,13,3.5,ON
8998,,NbjaeADiLQ99VOEiw-z7zw,Phoenix,33.6289952,-112.1370601,Photography by Joshua Killeen,85053,30,5.0,AZ
8999,Brabandtgasse 2,TbRpteREg6BjeM-iVP0Cgw,Stuttgart,48.7017,9.21338,Hotel Traube,70599,6,3.5,BW
9000,7425 W Chandler Blvd,GIKowazM6RDtw3PSygVWTQ,Chandler,33.303511,-111.970224,Fairfield Inn by Marriott,85226,10,2.5,AZ
9001,461 Parliament Street,_sRFcUdaAACt6WDDGMzNTQ,Toronto,43.6637368,-79.3675759,Sooter's,M5A 3A3,3,4.5,ON
9002,"7610 E McDonald Dr, Ste J",1DthUjHzCKctBZGiv_jAWg,Scottsdale,33.5241286,-111.9163587,Captured Moments by Rita & Company,85250,9,5.0,AZ
9003,"23425 N 39th Dr, Ste 107",Q7PiNkP_9QxaC5MQHRYMQA,Glendale,33.6991852,-112.1417801,Artistic Adventures,85310,4,5.0,AZ
9004,August-Bebel-Str. 1,7gxHvDnK8QfKmY9Z9xub8w,Ludwigsburg,48.9045,9.17618,Poseidon,71634,15,4.5,BW
9005,,z9Hj_VJo4ry5qQXelr7P-g,Peoria,33.7868136,-112.28609,Kristie Parker Photography,85383,8,5.0,AZ
9006,"5927 Yonge Street, Suite 205",akcE6koWIzb2ZHKXeuh1zw,Toronto,43.7872219,-79.4173459,iEscaped,M2M 3V7,38,2.5,ON
9007,2021 E Virginia Ave,kmvWRDsOUM9M02PGxk0xjA,Phoenix,33.47637,-112.037885,ProSedan Car & Limo Service,85006,3,4.0,AZ
9008,"1380 Sainte-Catherine Street E, Suite 402",ggBAQTH-wkiXh2J7vDlGlA,Montréal,45.5201804,-73.5544634,Excursions Montreal Private Tours by André Saint-Amant,H2L 4R9,6,5.0,QC
9009,8609 Timbercrest Cir,Wm69_rAg39onG0BTFGBxhw,Charlotte,35.083402,-80.860206,The Photo Classroom,28226,6,5.0,NC
9010,8989 Route 30,SqW3igh1_Png336VIb5DUA,North Huntingdon,40.3206899316,-79.6908652782,Bob Evans,15642,12,2.5,PA
9011,415 Queens Quay W,rC6XazDxQjHPyygERoGXvQ,Toronto,43.6378226,-79.3914452,Gone Sailing Adventures,M5V 1A2,3,2.5,ON
9012,2877 Derry Road E,_VM4rWDiqBLmKkXDPq2utA,Mississauga,43.703173,-79.644244,Standard Sweets & Snacks,L4T 1A6,4,2.0,ON
9013,3200 Las Vegas Blvd S,vjPlHxUWW7Tbd-lSXW7Xcw,Las Vegas,36.124423,-115.146372,Papyrus,89109,3,4.5,NV
9014,2062 Murray Hill Rd,BO5mxwNQHoQEFhK3R_4vrw,Cleveland,41.5069738,-81.598306,Urban Orchid,44106,4,5.0,OH
9015,5532 N Palo Cristi Rd,f-KUpaw28JfS6_a_Cv9zWQ,Paradise Valley,33.518225,-112.004898,The Hermosa Inn,85253,39,4.5,AZ
9016,5159 Tomken Road,yHsKB8oIstQB1nyHfKCbug,Mississauga,43.6297978,-79.6364362,All Star Taxi,L4W 1P1,4,1.0,ON
9017,5247 E Patrick Ln,3g9rx_Gsxldo2QzF4XjSMA,Phoenix,33.692033,-111.963739,Taps Media,85054,8,5.0,AZ
9018,"1251 S 25th Pl, Ste 35",DncyhhT6-T-_g961pbEftA,Phoenix,33.435328,-112.008937,Southwest Airlines,85034,329,3.0,AZ
9019,,by7CU34opcvandIuZQRZvQ,Scottsdale,33.4941704,-111.9260519,Scottsdale Premier Limos,85262,3,5.0,AZ
9020,89 Avenue Rd.,5JNgIiiVVXClwS6ut_Z9rg,Toronto,43.6723754,-79.3951628,Howard Johnson Hotel Downtown Toronto - Yorkville,M5R 2G3,16,2.5,ON
9021,1090 W 5th St,cdSnUkRa6GACJZWLgz_Qnw,Tempe,33.4259295,-111.9562241,Santa Barbara Catering Company,85281,14,4.5,AZ
9022,655 Dixon Road,IbOrNwCdMTd-eicZ9B2CiA,Toronto,43.6889932306,-79.5779067579,International Plaza Hotel & Conference Centre,M9W 1J3,26,2.5,ON
9023,2400 Superior Ave,8v2HR0gy_fZOaOpdjsH4Mg,Cleveland,41.508356,-81.6743259,Hotcards,44114,9,3.0,OH
9024,,rG_-0vVObfThlO6nU6WX4A,Cleveland,41.5138951989,-81.6747295,Cleveland Bike Tours,44114,3,5.0,OH
9025,19061 Depot St,qoO2Gen9eNES1qa9koZ0mw,Rocky River,41.483579,-81.834096,Westlake Cab Serv,44116,29,2.0,OH
9026,12-16 South Learmouth Gardens,xL2v8QbcRdmKlvix7sxLuQ,Edinburgh,55.956184,-3.2194161,Channings Hotel,EH4 1EZ,11,4.5,EDH
9027,349 Avenue de l'Église,MkLY8DMVUw0kSKwpo5ZfrA,Montréal,45.4630725,-73.568471,Metro,H4G 2M5,6,3.0,QC
9028,"21001 N Tatum Blvd, Ste 34-1130",MhwAKgF54Rwmm4vkdIb0Lw,Phoenix,33.676354,-111.9736513,Rubio's,85050,46,3.5,AZ
9029,1 Tara Ln,5_YQY3y0AUqzjlDQYaMVkw,Gibsonia,40.653504,-79.886955,Sun & Cricket B&B,15044,4,4.5,PA
9030,5401 East Independence Blvd,1oAfhhjyuw2uPniTLX9juw,Charlotte,35.1859714,-80.7567523,Town & Country Ford,28212,44,2.5,NC
9031,"Murrayfield, 18 Corstorphine Road",iCB_5XVV2VDn948w8WFCXQ,Edinburgh,55.9457332,-3.2423597,The Murrayfield Hotel,EH12 6HN,9,4.0,EDH
9032,7306 E 1st Ave,1n1Xr-xlPcK8c96fVV1D8w,Scottsdale,33.4941231,-111.9243544,Chadwick Fowler Photographics,85251,6,4.5,AZ
9033,1717 Rue Berri,H17zEBkz2Ho-wjCZ9HGhJQ,Montréal,45.516747,-73.56373,Gare d'Autocars de Montréal,H2L 4R6,28,3.0,QC
9034,1067 Rue de Bleury,IsNyYU75dVu0Nnoo8bO4gA,Montréal,45.5043279884,-73.562884368,La Finca,H2Z 1N1,31,4.5,QC
9035,,YVSVIMAeHS3zDkP4E7skSg,Las Vegas,36.0809667,-115.2244853,Fun House Jumpers,89118,3,3.5,NV
9036,7412 Mcknight Rd,um9n7JDaPaO1kmgs0cLjqQ,Pittsburgh,40.5416263,-80.0124686,Bob Evans,15237,15,3.0,PA
9037,475 Yonge Street,XHrPQKUTJXJGPH9etKUYUw,Toronto,43.6624000311,-79.383033514,Courtyard by Marriott Toronto Downtown,M4Y 1X7,112,3.0,ON
9038,1320 Saint-Antoine Rue W,q6l6SJMyepFB2Vvpr0i2AQ,Montréal,45.4947616,-73.5693525,Hotel Du Nouveau Forum,H3C 1C2,4,2.0,QC
9039,2001 North Lincoln Ave,ZiJVt1CsKoXyqSOZW8V4-A,Urbana,40.130976,-88.220219,"Comfort Suites Urbana Champaign, University Area",61801,26,4.5,IL
9040,3475 Zephyr Pl,3ks-j45bDmTeyqfhAZdFhA,Concord,35.3803909339,-80.7153494848,Allegiant Airline,28027,4,4.0,NC
9041,11232 Lawyers Rd,NdFGDtipvlRqs8sGBOpwPw,Mint Hill,35.1737345,-80.6575883,The Hill Bar and Grill,28227,52,4.0,NC
9042,"1034 N Gilbert Rd, Ste 2",0cCrYmUIFNZbDBQ8hTAIug,Gilbert,33.3492768119,-111.856196541,Lovestruck,85234,3,5.0,AZ
9043,136 6th St,lqHk6vmnSoTaZwMLSfq1MA,Pittsburgh,40.4430390619,-80.0024360208,Pork & Beans,15222,236,4.0,PA
9044,"4588 North Rancho Rd, Ste 4",b-LTfSzG7v7kQPuGz4aG9A,Las Vegas,36.2428879738,-115.235407948,Dollar Rent A Car,89130,3,2.5,NV
9045,3315 Scott Futrell Dr,MHoRFW0k2yPKlv8Ti0Ri9A,Charlotte,35.237471,-80.922732,The Dinner Detective,28208,3,2.5,NC
9046,"Mercat House, 28 Blair Street",ceSLcag0Ehq8ahNAEnyszg,Edinburgh,55.9492005,-3.1873202,Mercat Tours,EH1 1QR,39,3.5,EDH
9047,777 Lawrence Avenue E,-XLawpALzykwloms1Fn2tQ,Toronto,43.7342746,-79.3582392,Toronto Botanical Garden,M3C 1P2,9,4.0,ON
9048,"1960 Davenport Road, Unit A",zwhgnF9ICofzzIAIuWtbkQ,Toronto,43.6702684,-79.4565303,The Den Toronto: Jewellery Workshops,M6N 1C2,5,5.0,ON
9049,11 Baldwin Street,OfBErjRUsk4iz_BhpBgDBw,Toronto,43.655899,-79.392617,Cubeshops,M5T 1L1,5,4.0,ON
9050,4000 International Ln,Iv5uLuPULugH4YG3nyNBcw,Madison,43.1365035,-89.3471953,Dane County Regional Airport,53704,175,4.0,WI
9051,340 Century Ave,92Rptf1GMT1vD9GqW0aHSA,Waunakee,43.1946861538,-89.4612890482,Brix 340,53597,8,4.5,WI
9052,Mercedesstr. 50,fh6_9WVEHHcb-4yOdIHgiQ,Stuttgart,48.793928,9.227349,Hanns-Martin-Schleyer-Halle,70372,15,3.0,BW
9053,,o0DwNnvKb9bV14p-5wBXLw,Mesa,33.445974,-111.8032005,Willy Creations Balloon Twisting & Face Painting,85203,15,5.0,AZ
9054,"3981 E Sunset Rd, Ste E",tcxQrDAFI2VlotfRF3SW7A,Las Vegas,36.0707473929,-115.088425244,Flower Petal Boutique,89120,63,4.5,NV
9055,1663 E Baseline Rd,IKrhAx9KpUgDiUq2KUeQQA,Gilbert,33.3785465,-111.7950219,Mother Nature's Farm Pumpkin Patch,85233,48,3.0,AZ
9056,Stuttgarter Str. 1,uJMy2VGq7HHW25PwROUEkg,Steinenbronn,48.6603,9.11935,Restaurant Zum Löwen,71144,4,4.0,BW
9057,27 S Stephanie St,EH3yMY64M0AQNpPj3EERWQ,Henderson,36.0281773,-115.0490159,King Putt Mini,89012,160,4.5,NV
9058,"5450 E Deer Valley Dr, Bldg 10",DQGh8Kayilc3VM63usnK5Q,Phoenix,33.6849415,-111.9889215,Toscana Condo Rentals,85054,6,5.0,AZ
9059,2908 Oak Lake Blvd,ofXqwIbHprYF6TP47XudOw,Charlotte,35.1902414,-80.9220645,Salsarita's Fresh Mexican Grill,28208,43,3.0,NC
9060,,c-l7C6SMFRyt2O0gA9EfLQ,Peoria,33.6513368,-112.2443628,Phoenix Photo Booths,85382,7,5.0,AZ
9061,3009 Telford Pl,pIs9EYf0BISJ63WqNVFqtA,Charlotte,35.2308228542,-80.7786721288,Bryan Swisher Photography,28205,22,5.0,NC
9062,"2901 Rue Rachel E, Suite 20",CnXG6kiDcatV9ElGCzBjMg,Montréal,45.5417913,-73.5620749,Taxi Diamond,H1W 4A4,23,1.5,QC
9063,441 Clark Avenue W,EPMd-7gPzzItN596jCI2sg,Vaughan,43.8043202261,-79.4376221687,Dr. Laffa,L4J 6W7,10,3.0,ON
9064,"9025 Torbram Road, Suite 5",JDQVKXRDow-3Yeq07Gf_3g,Brampton,43.7354831,-79.706734,Flower Delight,L6S 3L2,3,2.5,ON
9065,2425 S 24th St,JgHSXMQqEiank_qIinmVRQ,Phoenix,33.4253376798,-112.029273212,Best Western Airport Inn,85034,33,3.5,AZ
9066,1600 Toyo Circle,avAAz03wVIs86Yea1utxDw,Mississauga,43.650840894,-79.6348993108,Dixie Toyota,L4W 0E7,10,2.0,ON
9067,11675 Frankstown Rd,b50wGo03MpqkcrJWu9tqxQ,Penn Hills,40.466661,-79.82684,The Spot Etc,15235,5,4.0,PA
9068,6999 Ordan Dr,3kryaEoWVoWf6O7OpG_CxQ,Mississauga,43.660228599999996,-79.668585,Toronto Airport Express,L5T 1K6,38,3.0,ON
9069,"Terminal 3, Toronto AMF, P.O. Box 3000",v3gSujyy-PB8q9pSqot2Rg,Toronto,43.6865042007,-79.6198530361,Sheraton Gateway Hotel in Toronto International Airport,L5P 1C4,40,3.0,ON
9070,228 S 24th St,LGji5xMcbBROPiip4mu_LQ,Phoenix,33.444938,-112.030569,Arizona Sandwich,85034,3,3.5,AZ
9071,,1fIHVl8jMn2JxskGt1CcJw,Las Vegas,36.0612353,-115.2896852,Photography by Ashley Marie,89148,3,5.0,NV
9072,8030 N El Mirage Rd,ZzuuzgqlRtBqqTdQRAol4g,El Mirage,33.5519343,-112.3266244,Party Rentals AZ,85335,16,2.5,AZ
9073,2133 E Indian School Rd,-zCngfAQdoS5Nfr_-G0N5w,Phoenix,33.4944348,-112.0354025,Wide World Maps & More!,85016,9,4.5,AZ
9074,1718 Avenue Road,3ItnRCpQFlOU0_oJKoS0Jw,North York,43.7282863,-79.4180697,Tutto Pronto,M5M 3Y6,18,3.0,ON
9075,,Pa-R4o5I6BmCoI6y8N9oFQ,Scottsdale,33.7412269,-111.9128731,Phoenix Herpetological Society,85255,10,4.5,AZ
9076,1390 Boulevard René-Lévesque O,ojeuvRJrvkUbzB41CX8Hcg,Montréal,45.495274,-73.572942,Holiday Inn Hotel & Suites Montreal Centre-ville Ouest,H3G 0E3,4,5.0,QC
9077,"3360 Library Rd, Ste 4",48nQpsNiVcnTR0nXxsg7yA,Pittsburgh,40.3684469,-80.0130696,Trolley Barn Eatery,15234,21,4.0,PA
9078,907 N Country Fair Dr,ZpPd9a-Tv_NGXh8P1ivjzA,Champaign,40.1247477,-88.2809424,Starr Limousine,61821,4,2.5,IL
9079,10711 Yonge Street,97TwMA7UEKkp-IQeWIpTMQ,Richmond Hill,43.8888244,-79.4403015,Avis Rent A Car,L4C 3E1,3,3.0,ON
9080,"793 N Alma School Rd, Ste D-2",MyRC2A0op10gwdAOW4kWRA,Chandler,33.3163659,-111.8582474,Mj Parker Auto Transport,85224,3,2.5,AZ
9081,,x0xTgvUM_jhcpLjDJEzd2w,Las Vegas,36.1699412,-115.1398296,Bobcat Tours,,3,4.0,NV
9082,"4747 N Scottsdale Rd, Unit C-1007",laAQAiNJs-Tq844Wi01K4w,Scottsdale,33.5052494,-111.9239881,Arcadia Fine Wine,85251,7,4.5,AZ
9083,,kCOhd5rCW4CAxD7GNdeUyQ,Las Vegas,36.1453333,-115.2778317,Sunsational Swim School - Private Swim Lessons,89117,16,5.0,NV
9084,201 N 7th Ave,PHE_nUtb4-jIC1S_z6v_3Q,Phoenix,33.4504894,-112.0820132,Friendship Inn Motel,85007,5,3.0,AZ
9085,2405A Yonge Street,59c3Cp-p5i18xFCKUuCkFQ,Toronto,43.7100711,-79.3987926,La Vecchia Ristorante,M4P 2E7,224,4.0,ON
9086,,aEctD2CWAr0FSTDMFm5KMQ,Charlotte,35.1340053,-81.0202533,Lindsay Wynne Boudoir,28278,3,2.5,NC
9087,112 Raeburn Place,u2twQoSeft_UYywt5Ug2Aw,Edinburgh,55.9592063,-3.2138818,The Raeburn,EH4 1HG,13,4.0,EDH
9088,5183 Av Sheppard E,mgf4Hzh6OvEWb9x5K0Gh1g,Scarborough,43.7945459,-79.2341069,Chinese Cultural Centre,M1B 5Z5,3,3.5,ON
9089,746 Ossington Avenue,xdzR2Qt150pVAreGv811uQ,Toronto,43.6623767468,-79.4263136387,Ossington Subway Station,M6G,8,3.5,ON
9090,635 Miller Rd,vl02XdFVoXC-s_Y4WVvL-g,Avon Lake,41.485898,-82.0606615,Fountaine Bleau Party Center,44012,3,3.5,OH
9091,,IIuv2EMYhIOcV572698J4A,Las Vegas,36.1678611,-115.0406679,Noel Photo Studio,89110,4,5.0,NV
9092,4701 Koval Ln,vaueMawiCmQaQutig-Bisw,Las Vegas,36.1029856,-115.1639912,MGM Conference Center,89109,6,3.5,NV
9093,8399 W Lynwood St,fduAS541wxYwtrhVXnJnEQ,Tolleson,33.46396,-112.2399792,Premier Inn,85353,33,2.5,AZ
